Season,Name,Position,Team,Birth.Date,GP,EVG,EVA1,EVA2,EVPTS,EVGF.PERC,TEAM.EVGF.PERC,EVGF.PERC.REL,PRIMARY.EVPTS,TEAM.PRIMARY.EVPTS,PERC.TEAM.EVPrPTS,IPP.EV,IPPP.EV,Draft.Eligible
2017 - 18 Regular Season,Dalton Gally,D,Medicine Hat Tigers,1998-01-26,72,2,6,4,12,0.37,0.5,-0.13,8,340,0.02,0.27,0.18,NO
2017 - 18 Regular Season,Riley Bruce,D,Everett Silvertips,1999-04-05,5,0,0,1,1,0.2,0.57,-0.37,0,306,0,1,0,NO
2017 - 18 Regular Season,Owen Williams,D,Regina Pats,2000-09-26,59,0,3,3,6,0.49,0.52,-0.03,3,290,0.01,0.27,0.14,NO
2017 - 18 Regular Season,Riley Krane,F,Regina Pats,2000-01-24,0,0,0,0,0,,0.52,,0,290,0,,,YES
2017 - 18 Regular Season,Logan Nijhoff,F,Regina Pats,2001-06-23,30,3,3,0,6,0.37,0.52,-0.15,6,290,0.02,0.55,0.55,NO
2017 - 18 Regular Season,Cole Muir,F,Kootenay ICE,2001-02-14,51,2,2,2,6,0.37,0.52,-0.15,4,290,0.01,0.55,0.36,NO
2017 - 18 Regular Season,Bryan Lockner,F,Medicine Hat Tigers,2000-04-04,70,11,3,7,21,0.57,0.5,0.07,14,340,0.04,0.45,0.3,YES
2017 - 18 Regular Season,Kjell Kjemhus,F,Prince George Cougars,2001-04-03,28,2,2,0,4,0.37,0.43,-0.06,4,294,0.01,0.57,0.57,NO
2017 - 18 Regular Season,Braydon Buziak,F,Regina Pats,1998-01-24,66,3,2,5,10,0.37,0.52,-0.15,5,290,0.02,0.53,0.26,NO
2017 - 18 Regular Season,Nick Henry,F,Regina Pats,1999-07-04,53,11,6,5,22,0.48,0.52,-0.04,17,290,0.06,0.65,0.5,NO
2017 - 18 Regular Season,Carter Chorney,F,Spokane Chiefs,2001-02-06,41,2,0,0,2,0.53,0.54,-0.01,2,372,0.01,0.2,0.2,NO
2017 - 18 Regular Season,Logan Foster,F,Swift Current Broncos,1999-09-07,23,2,1,0,3,0.56,0.56,0,3,336,0.01,0.6,0.6,NO
2017 - 18 Regular Season,Luke Gallagher,D,Spokane Chiefs,2000-05-18,33,1,2,0,3,0.36,0.54,-0.18,3,372,0.01,0.25,0.25,YES
2017 - 18 Regular Season,Joachim Blichfeld,F,Portland Winterhawks,1998-07-17,56,15,8,8,31,0.65,0.57,0.08,23,345,0.07,0.78,0.57,NO
2017 - 18 Regular Season,Ilijah Colina,F,Portland Winterhawks,2000-02-18,66,7,9,4,20,0.39,0.57,-0.18,16,345,0.05,0.69,0.55,YES
2017 - 18 Regular Season,Matt Leduc,D,Spokane Chiefs,2000-01-10,51,1,3,1,5,0.42,0.54,-0.12,4,372,0.01,0.23,0.18,YES
2017 - 18 Regular Season,Brad Ginnell,F,Kootenay ICE,2000-07-04,61,5,5,3,13,0.42,0.57,-0.15,10,345,0.03,0.59,0.45,YES
2017 - 18 Regular Season,Jake McGrew,F,Spokane Chiefs,1999-02-25,65,14,7,5,26,0.49,0.54,-0.05,21,372,0.06,0.72,0.58,NO
2017 - 18 Regular Season,Lane Gilliss,F,Portland Winterhawks,1999-10-01,65,7,10,1,18,0.43,0.57,-0.14,17,345,0.05,0.69,0.65,YES
2017 - 18 Regular Season,Riley McKay,F,Spokane Chiefs,1999-03-07,62,4,6,1,11,0.51,0.54,-0.03,10,372,0.03,0.39,0.36,NO
2017 - 18 Regular Season,Jake Gricius,F,Portland Winterhawks,1999-10-13,69,11,6,2,19,0.4,0.57,-0.17,17,345,0.05,0.63,0.57,YES
2017 - 18 Regular Season,Koby Morrisseau,F,Regina Pats,2000-10-18,47,6,4,2,12,0.62,0.52,0.1,10,290,0.03,0.57,0.48,NO
2017 - 18 Regular Season,Henri Jokiharju,D,Portland Winterhawks,1999-06-17,63,6,19,11,36,0.7,0.57,0.13,25,345,0.07,0.49,0.34,NO
2017 - 18 Regular Season,Matthew Quigley,D,Portland Winterhawks,1999-01-04,68,2,9,8,19,0.52,0.57,-0.05,11,345,0.03,0.33,0.19,NO
2017 - 18 Regular Season,Eric Van Impe,D,Medicine Hat Tigers,2001-10-26,2,0,0,0,0,1,0.5,0.5,0,340,0,0,0,NO
2017 - 18 Regular Season,Eli Zummack,F,Spokane Chiefs,2000-03-22,58,6,6,8,20,0.51,0.54,-0.03,12,372,0.03,0.59,0.35,YES
2017 - 18 Regular Season,Reid Perepeluk,F,Prince George Cougars,2000-05-01,10,2,1,0,3,0.57,0.43,0.14,3,294,0.01,0.75,0.75,YES
2017 - 18 Regular Season,Ryley Appelt,F,Kamloops Blazers,2000-01-28,58,4,0,4,8,0.39,0.49,-0.1,4,272,0.01,0.67,0.33,YES
2017 - 18 Regular Season,Cole Moberg,D,Prince George Cougars,2000-10-17,64,2,2,6,10,0.45,0.43,0.02,4,294,0.01,0.3,0.12,NO
2017 - 18 Regular Season,Ryan Schoettler,D,Prince George Cougars,1999-07-25,72,5,5,7,17,0.44,0.43,0.01,10,294,0.03,0.31,0.18,NO
2017 - 18 Regular Season,Connor Bowie,F,Portland Winterhawks,2001-04-10,10,2,0,1,3,0.43,0.57,-0.14,2,345,0.01,1,0.67,NO
2017 - 18 Regular Season,Ty Kolle,F,Portland Winterhawks,2000-04-11,60,7,5,2,14,0.48,0.57,-0.09,12,345,0.03,0.61,0.52,YES
2017 - 18 Regular Season,Tylor Ludwar,D,Kamloops Blazers,1999-09-12,53,1,1,1,3,0.39,0.49,-0.1,2,272,0.01,0.33,0.22,NO
2017 - 18 Regular Season,Scott Mahovlich,F,Kamloops Blazers,1999-04-20,44,0,3,1,4,0.36,0.49,-0.13,3,272,0.01,0.44,0.33,NO
2017 - 18 Regular Season,Carson Denomie,F,Kamloops Blazers,2000-01-27,66,6,5,6,17,0.47,0.49,-0.02,11,272,0.04,0.61,0.39,YES
2017 - 18 Regular Season,Brodi Stuart,F,Kamloops Blazers,2000-03-10,70,10,4,9,23,0.46,0.49,-0.03,14,272,0.05,0.72,0.44,YES
2017 - 18 Regular Season,Jaxon Steele,F,Medicine Hat Tigers,2000-07-23,17,0,0,0,0,0.5,0.5,0,0,340,0,0,0,YES
2017 - 18 Regular Season,Dawson Heathcote,F,Medicine Hat Tigers,2000-01-02,47,6,1,2,9,0.56,0.5,0.06,7,340,0.02,0.6,0.47,YES
2017 - 18 Regular Season,Brandon Cutler,F,Red Deer Rebels,2000-01-04,68,6,4,1,11,0.37,0.45,-0.08,10,253,0.04,0.58,0.53,YES
2017 - 18 Regular Season,Chase Lowry,F,Red Deer Rebels,2000-05-12,2,0,0,0,0,0,0.45,-0.45,0,253,0,,,YES
2017 - 18 Regular Season,Austin Schellenberg,F,Red Deer Rebels,2000-08-02,46,2,1,0,3,0.36,0.45,-0.09,3,253,0.01,0.3,0.3,YES
2017 - 18 Regular Season,Alexander Alexeyev,D,Red Deer Rebels,1999-11-15,45,4,7,9,20,0.51,0.45,0.06,11,253,0.04,0.5,0.28,YES
2017 - 18 Regular Season,Zach Wytinck,D,Brandon Wheat Kings,1999-03-22,68,2,2,7,11,0.47,0.52,-0.05,4,343,0.01,0.31,0.11,NO
2017 - 18 Regular Season,Hunor Torzsok,F,Vancouver Giants,2000-02-01,25,1,1,0,2,0.18,0.47,-0.29,2,305,0.01,1,1,YES
2017 - 18 Regular Season,Marcus Kichton,D,Vancouver Giants,1999-01-09,34,0,0,1,1,0.43,0.47,-0.04,0,305,0,0.06,0,NO
2017 - 18 Regular Season,Alex Kannok Leipert,D,Vancouver Giants,2000-07-20,60,5,7,3,15,0.49,0.47,0.02,12,305,0.04,0.33,0.27,YES
2017 - 18 Regular Season,Bowen Byram,D,Vancouver Giants,2001-06-13,60,3,10,5,18,0.5,0.47,0.03,13,305,0.04,0.36,0.26,NO
2017 - 18 Regular Season,Dillon Hamaliuk,F,Seattle Thunderbirds,2000-10-30,72,12,6,14,32,0.53,0.5,0.03,18,329,0.05,0.7,0.39,NO
2017 - 18 Regular Season,MacKenzie Wight,F,Swift Current Broncos,1999-02-04,55,1,1,1,3,0.32,0.56,-0.24,2,336,0.01,0.5,0.33,NO
2017 - 18 Regular Season,Sami Moilanen,F,Seattle Thunderbirds,1999-01-22,50,17,10,9,36,0.56,0.5,0.06,27,329,0.08,0.73,0.55,NO
2017 - 18 Regular Season,Jake Lee,D,Seattle Thunderbirds,2001-07-13,64,4,2,3,9,0.48,0.5,-0.02,6,329,0.02,0.26,0.17,NO
2017 - 18 Regular Season,Reece Harsch,D,Seattle Thunderbirds,1999-01-07,53,4,4,6,14,0.47,0.5,-0.03,8,329,0.02,0.33,0.19,NO
2017 - 18 Regular Season,Scott Atkinson,F,Edmonton Oil Kings,2000-07-07,48,2,4,4,10,0.38,0.39,-0.01,6,253,0.02,0.62,0.38,YES
2017 - 18 Regular Season,Artyom Baltruk,F,Edmonton Oil Kings,1999-05-04,3,0,0,0,0,0,0.39,-0.39,0,253,0,,,NO
2017 - 18 Regular Season,Nick Bowman,F,Edmonton Oil Kings,2000-03-13,56,2,1,3,6,0.37,0.39,-0.02,3,253,0.01,0.43,0.21,YES
2017 - 18 Regular Season,Ty Gerla,F,Edmonton Oil Kings,1999-07-01,59,2,6,3,11,0.37,0.39,-0.02,8,253,0.03,0.58,0.42,NO
2017 - 18 Regular Season,Liam Keeler,F,Edmonton Oil Kings,2001-01-16,60,2,4,5,11,0.33,0.39,-0.06,6,253,0.02,0.61,0.33,NO
2017 - 18 Regular Season,Davis Murray,F,Edmonton Oil Kings,1999-09-19,45,1,2,2,5,0.21,0.39,-0.18,3,253,0.01,0.83,0.5,YES
2017 - 18 Regular Season,Carter Souch,F,Edmonton Oil Kings,2001-10-28,38,2,3,2,7,0.39,0.39,0,5,253,0.02,0.64,0.45,NO
2017 - 18 Regular Season,Ethan Cap,D,Edmonton Oil Kings,2000-04-17,72,3,2,4,9,0.33,0.39,-0.06,5,253,0.02,0.24,0.13,YES
2017 - 18 Regular Season,Wyatt McLeod,D,Edmonton Oil Kings,2000-01-27,49,2,1,5,8,0.35,0.39,-0.04,3,253,0.01,0.3,0.11,YES
2017 - 18 Regular Season,Jayden Platz,D,Edmonton Oil Kings,2000-05-06,54,1,1,1,3,0.31,0.39,-0.08,2,253,0.01,0.19,0.12,YES
2017 - 18 Regular Season,Matthew Robertson,D,Edmonton Oil Kings,2001-03-09,67,6,5,7,18,0.44,0.39,0.05,11,253,0.04,0.36,0.22,NO
2017 - 18 Regular Season,Arjun Atwal,F,Saskatoon Blades,1999-09-30,16,0,1,0,1,0.29,0.47,-0.18,1,316,0,0.5,0.5,YES
2017 - 18 Regular Season,Tarun Fizer,F,Victoria Royals,2001-03-01,45,1,2,3,6,0.47,0.53,-0.06,3,351,0.01,0.67,0.33,NO
2017 - 18 Regular Season,Eric Florchuk,F,Saskatoon Blades,2000-01-10,71,10,13,13,36,0.6,0.47,0.13,23,316,0.07,0.65,0.42,YES
2017 - 18 Regular Season,Dino Kambeitz,F,Victoria Royals,2000-01-25,69,10,3,2,15,0.48,0.53,-0.05,13,351,0.04,0.56,0.48,YES
2017 - 18 Regular Season,Kaid Oliver,F,Victoria Royals,2000-01-24,64,5,5,10,20,0.48,0.53,-0.05,10,351,0.03,0.67,0.33,YES
2017 - 18 Regular Season,Zach Russell,F,Brandon Wheat Kings,1999-06-09,1,0,0,0,0,,0.52,,0,343,0,,,NO
2017 - 18 Regular Season,Gunnar Wegleitner,F,Brandon Wheat Kings,1998-05-06,57,9,6,2,17,0.61,0.52,0.09,15,343,0.04,0.68,0.6,NO
2017 - 18 Regular Season,Jeremy Masella,D,Prince Albert Raiders,1999-02-16,68,4,3,7,14,0.57,0.5,0.07,7,347,0.02,0.29,0.14,NO
2017 - 18 Regular Season,Mitchell Prowse,D,Victoria Royals,2000-06-08,71,1,8,9,18,0.56,0.53,0.03,9,351,0.03,0.27,0.13,YES
2017 - 18 Regular Season,Matthew Smith,D,Victoria Royals,2000-04-13,65,3,2,7,12,0.56,0.53,0.03,5,351,0.01,0.27,0.11,YES
2017 - 18 Regular Season,Nolan Jones,D,Lethbridge Hurricanes,2001-04-26,9,0,0,0,0,0.43,0.49,-0.06,0,311,0,0,0,NO
2017 - 18 Regular Season,Alex Cotton,D,Lethbridge Hurricanes,2001-05-12,5,0,0,0,0,0.5,0.49,0.01,0,311,0,0,0,NO
2017 - 18 Regular Season,Dylan Cozens,F,Lethbridge Hurricanes,2001-02-09,57,12,12,10,34,0.55,0.49,0.06,24,311,0.08,0.77,0.55,NO
2017 - 18 Regular Season,Jadon Joseph,F,Lethbridge Hurricanes,1999-05-22,53,7,9,9,25,0.46,0.49,-0.03,16,311,0.05,0.69,0.44,NO
2017 - 18 Regular Season,Shawn Harke,F,Lethbridge Hurricanes,2000-02-14,26,1,0,0,1,0.3,0.49,-0.19,1,311,0,0.33,0.33,YES
2017 - 18 Regular Season,Michael Farren,F,Saskatoon Blades,2000-04-19,62,5,6,1,12,0.38,0.47,-0.09,11,316,0.03,0.55,0.5,YES
2017 - 18 Regular Season,Seth Bafaro,D,Saskatoon Blades,2000-05-16,58,2,4,2,8,0.52,0.47,0.05,6,316,0.02,0.24,0.18,YES
2017 - 18 Regular Season,Mitchell Brown,F,Tri-City Americans,2001-06-25,53,2,3,2,7,0.49,0.49,0,5,316,0.02,0.32,0.23,NO
2017 - 18 Regular Season,Sasha Mutala,F,Tri-City Americans,2001-05-06,68,8,6,6,20,0.49,0.49,0,14,316,0.04,0.51,0.36,NO
2017 - 18 Regular Season,Zack Andrusiak,F,Seattle Thunderbirds,1998-07-10,72,24,19,7,50,0.5,0.5,0,43,329,0.13,0.81,0.69,NO
2017 - 18 Regular Season,Nikita Krivokrasov,F,Prince Albert Raiders,2000-12-23,34,3,0,0,3,0.42,0.5,-0.08,3,347,0.01,0.6,0.6,NO
2017 - 18 Regular Season,Adam Herold,D,Prince Albert Raiders,2001-04-12,3,0,0,0,0,0.4,0.5,-0.1,0,347,0,0,0,NO
2017 - 18 Regular Season,Eric Pearce,F,Prince Albert Raiders,2001-07-30,49,4,2,0,6,0.3,0.5,-0.2,6,347,0.02,0.86,0.86,NO
2017 - 18 Regular Season,Rhett Rhinehart,D,Prince Albert Raiders,2001-11-27,60,3,0,2,5,0.35,0.5,-0.15,3,347,0.01,0.18,0.11,NO
2017 - 18 Regular Season,Tyler Lowe,D,Prince Albert Raiders,2000-09-22,1,0,0,0,0,,0.5,,0,347,0,,,NO
2017 - 18 Regular Season,Andrei Grishakov,F,Calgary Hitmen,1999-05-17,69,14,11,3,28,0.48,0.45,0.03,25,287,0.09,0.72,0.64,NO
2017 - 18 Regular Season,Tyson Terretta,D,Seattle Thunderbirds,2000-02-22,42,0,1,0,1,0.32,0.5,-0.18,1,329,0,0.11,0.11,YES
2017 - 18 Regular Season,Vladislav Yeryomenko,D,Calgary Hitmen,1999-04-23,63,3,5,5,13,0.45,0.45,0,8,287,0.03,0.26,0.16,NO
2017 - 18 Regular Season,Bryce Bader,F,Calgary Hitmen,2001-04-28,3,0,0,0,0,0,0.45,-0.45,0,287,0,,,NO
2017 - 18 Regular Season,Cael Zimmerman,F,Calgary Hitmen,2001-01-17,66,4,4,5,13,0.31,0.45,-0.14,8,287,0.03,0.65,0.4,NO
2017 - 18 Regular Season,Jackson van de Leest,D,Calgary Hitmen,2001-06-15,36,0,2,2,4,0.38,0.45,-0.07,2,287,0.01,0.2,0.1,NO
2017 - 18 Regular Season,Justyn Gurney,F,Calgary Hitmen,2000-10-01,54,1,2,1,4,0.21,0.45,-0.24,3,287,0.01,0.5,0.38,NO
2017 - 18 Regular Season,Cole Clayton,D,Medicine Hat Tigers,2000-02-29,56,2,2,1,5,0.51,0.5,0.01,4,340,0.01,0.21,0.17,YES
2017 - 18 Regular Season,Jack Cowell,F,Kelowna Rockets,1999-05-02,71,5,5,9,19,0.38,0.52,-0.14,10,336,0.03,0.66,0.34,NO
2017 - 18 Regular Season,Liam Kindree,F,Kelowna Rockets,2000-01-02,50,5,9,4,18,0.52,0.52,0,14,336,0.04,0.62,0.48,YES
2017 - 18 Regular Season,Kaedan Korczak,D,Kelowna Rockets,2001-01-29,67,2,6,6,14,0.51,0.52,-0.01,8,336,0.02,0.25,0.15,NO
2017 - 18 Regular Season,Konrad Belcourt,D,Kelowna Rockets,2000-05-04,40,1,0,2,3,0.37,0.52,-0.15,1,336,0,0.18,0.06,YES
2017 - 18 Regular Season,Kelvin Hair,D,Kelowna Rockets,2000-05-17,30,0,0,0,0,0.33,0.52,-0.19,0,336,0,0,0,YES
2017 - 18 Regular Season,Ian Walker,D,Everett Silvertips,2000-01-16,67,1,4,3,8,0.55,0.57,-0.02,5,306,0.02,0.21,0.13,YES
2017 - 18 Regular Season,Cameron MacPhee,D,Medicine Hat Tigers,1999-05-17,47,2,1,1,4,0.35,0.5,-0.15,3,340,0.01,0.21,0.16,NO
2017 - 18 Regular Season,Kristians Rubins,D,Medicine Hat Tigers,1997-12-11,60,5,6,6,17,0.46,0.5,-0.04,11,340,0.03,0.33,0.22,NO
2017 - 18 Regular Season,Bobby Russell,D,Kootenay ICE,2000-03-23,41,0,3,3,6,0.4,0.43,-0.03,3,279,0.01,0.32,0.16,YES
2017 - 18 Regular Season,Fedor Rudakov,D,Edmonton Oil Kings,1998-06-21,11,0,1,0,1,0.36,0.39,-0.03,1,253,0,0.25,0.25,NO
2017 - 18 Regular Season,Michael King,F,Kootenay ICE,2000-02-17,56,8,5,2,15,0.52,0.43,0.09,13,279,0.05,0.71,0.62,YES
2017 - 18 Regular Season,Peyton Krebs,F,Kootenay ICE,2001-01-26,67,13,14,8,35,0.45,0.43,0.02,27,279,0.1,0.78,0.6,NO
2017 - 18 Regular Season,Nolan Foote,F,Kelowna Rockets,2000-11-29,50,8,8,10,26,0.57,0.52,0.05,16,336,0.05,0.58,0.36,NO
2017 - 18 Regular Season,Kyle Topping,F,Kelowna Rockets,1999-11-18,66,16,7,19,42,0.6,0.52,0.08,23,336,0.07,0.72,0.4,YES
2017 - 18 Regular Season,Trey Fix-Wolansky,F,Edmonton Oil Kings,1999-05-26,71,20,21,10,51,0.47,0.39,0.08,41,253,0.16,0.81,0.65,NO
2017 - 18 Regular Season,Connor Lyons,F,Lethbridge Hurricanes,1999-10-01,1,0,0,0,0,,0.49,,0,311,0,,,YES
2017 - 18 Regular Season,Jayden Davis,F,Lethbridge Hurricanes,1999-11-14,11,1,0,0,1,0.2,0.49,-0.29,1,311,0,1,1,YES
2017 - 18 Regular Season,Daniel Bukac,D,Brandon Wheat Kings,1999-04-29,39,0,2,3,5,0.49,0.52,-0.03,2,343,0.01,0.23,0.09,NO
2017 - 18 Regular Season,Rylan Bettens,F,Brandon Wheat Kings,2000-02-16,49,6,4,2,12,0.43,0.52,-0.09,10,343,0.03,0.63,0.53,YES
2017 - 18 Regular Season,Marcus Sekundiak,F,Brandon Wheat Kings,2000-04-20,61,4,1,3,8,0.46,0.52,-0.06,5,343,0.01,0.44,0.28,YES
2017 - 18 Regular Season,Cole Reinhardt,F,Brandon Wheat Kings,2000-02-01,68,14,4,6,24,0.48,0.52,-0.04,18,343,0.05,0.65,0.49,YES
2017 - 18 Regular Season,Baron Thompson,F,Brandon Wheat Kings,1999-02-19,60,9,12,0,21,0.47,0.52,-0.05,21,343,0.06,0.72,0.72,NO
2017 - 18 Regular Season,Ty Ettinger,D,Brandon Wheat Kings,2000-02-04,45,2,2,3,7,0.57,0.52,0.05,4,343,0.01,0.3,0.17,YES
2017 - 18 Regular Season,Bradly Goethals,F,Saskatoon Blades,1998-06-17,69,13,8,4,25,0.47,0.47,0,21,316,0.07,0.6,0.5,NO
2017 - 18 Regular Season,Travis Walton,F,Kamloops Blazers,1999-01-01,52,3,3,1,7,0.39,0.49,-0.1,6,272,0.02,0.58,0.5,NO
2017 - 18 Regular Season,Tyler Jette,D,Tri-City Americans,1998-05-08,5,1,0,0,1,1,0.49,0.51,1,316,0,0.5,0.5,NO
2017 - 18 Regular Season,Leif Mattson,F,Kelowna Rockets,1999-07-23,63,15,13,10,38,0.56,0.52,0.04,28,336,0.08,0.73,0.54,NO
2017 - 18 Regular Season,Nolan Orzeck,D,Kootenay ICE,2001-02-20,8,0,0,1,1,0.67,0.43,0.24,0,279,0,0.25,0,NO
2017 - 18 Regular Season,Connor Bouchard,F,Tri-City Americans,2001-03-14,60,2,5,1,8,0.44,0.49,-0.05,7,316,0.02,0.5,0.44,NO
2017 - 18 Regular Season,Aidan Barfoot,F,Vancouver Giants,2001-06-01,47,5,2,0,7,0.38,0.47,-0.09,7,305,0.02,0.78,0.78,NO
2017 - 18 Regular Season,Jacson Alexander,D,Swift Current Broncos,2001-02-01,32,1,3,1,5,0.61,0.56,0.05,4,336,0.01,0.26,0.21,NO
2017 - 18 Regular Season,Dallon Wilton,F,Kelowna Rockets,2001-04-29,2,0,0,0,0,0.67,0.52,0.15,0,336,0,0,0,NO
2017 - 18 Regular Season,Reece Vitelli,F,Everett Silvertips,2001-07-05,70,2,3,5,10,0.4,0.57,-0.17,5,306,0.02,0.5,0.25,NO
2017 - 18 Regular Season,Justin Svenson,F,Red Deer Rebels,2001-04-14,18,0,0,0,0,0.25,0.45,-0.2,0,253,0,0,0,NO
2017 - 18 Regular Season,Mark Liwiski,F,Everett Silvertips,2001-08-08,10,0,0,0,0,0,0.57,-0.57,0,306,0,,,NO
2017 - 18 Regular Season,Tristen Robins,F,Regina Pats,2001-11-15,4,0,1,0,1,0.33,0.52,-0.19,1,290,0,1,1,NO
2017 - 18 Regular Season,Blake Allan,F,Kootenay ICE,2001-04-21,4,1,1,0,2,0.67,0.43,0.24,2,279,0.01,1,1,NO
2017 - 18 Regular Season,Jaydon Dureau,F,Portland Winterhawks,2001-01-20,6,0,0,0,0,0.5,0.57,-0.07,0,345,0,0,0,NO
2017 - 18 Regular Season,Cordel Larson,F,Spokane Chiefs,2001-05-02,4,0,0,0,0,0,0.54,-0.54,0,372,0,,,NO
2017 - 18 Regular Season,Connor Zary,F,Kamloops Blazers,2001-09-25,68,6,3,9,18,0.53,0.49,0.04,9,272,0.03,0.55,0.27,NO
2017 - 18 Regular Season,Quinn Schmiemann,D,Kamloops Blazers,2001-07-23,3,0,0,0,0,0.67,0.49,0.18,0,272,0,0,0,NO
2017 - 18 Regular Season,Jameson Murray,D,Calgary Hitmen,1999-02-10,35,1,0,4,5,0.41,0.45,-0.04,1,287,0,0.29,0.06,NO
2017 - 18 Regular Season,Logan Barlage,F,Lethbridge Hurricanes,2001-01-12,71,5,7,6,18,0.51,0.49,0.02,12,311,0.04,0.51,0.34,NO
2017 - 18 Regular Season,Tate Popple,F,Moose Jaw Warriors,2000-03-03,71,6,9,6,21,0.59,0.61,-0.02,15,446,0.03,0.64,0.45,YES
2017 - 18 Regular Season,Dryden Michaud,F,Saskatoon Blades,1998-03-17,29,2,2,0,4,0.36,0.47,-0.11,4,316,0.01,0.8,0.8,NO
2017 - 18 Regular Season,Austin Crossley,D,Prince Albert Raiders,1999-06-30,51,4,3,2,9,0.44,0.5,-0.06,7,347,0.02,0.27,0.21,NO
2017 - 18 Regular Season,Ben McCartney,F,Brandon Wheat Kings,2001-07-13,51,1,5,5,11,0.48,0.52,-0.04,6,343,0.02,0.69,0.38,NO
2017 - 18 Regular Season,Evan Patrician,F,Vancouver Giants,2001-04-14,4,0,0,0,0,0,0.47,-0.47,0,305,0,,,NO
2017 - 18 Regular Season,Chris Douglas,F,Red Deer Rebels,2000-07-06,72,7,3,2,12,0.38,0.45,-0.07,10,253,0.04,0.63,0.53,YES
2017 - 18 Regular Season,Zach Huber,F,Calgary Hitmen,2000-02-01,56,2,1,2,5,0.42,0.45,-0.03,3,287,0.01,0.36,0.21,YES
2017 - 18 Regular Season,Cody Savey,F,Seattle Thunderbirds,2001-07-24,1,0,0,0,0,0,0.5,-0.5,0,329,0,,,NO
2017 - 18 Regular Season,Austin King-Cunningham,D,Tri-City Americans,2000-06-25,7,0,0,0,0,0.25,0.49,-0.24,0,316,0,0,0,YES
2017 - 18 Regular Season,Max Kryski,F,Prince George Cougars,2000-05-04,62,7,1,1,9,0.27,0.43,-0.16,8,294,0.03,0.64,0.57,YES
2017 - 18 Regular Season,Tyler Carpendale,F,Seattle Thunderbirds,2000-01-26,19,3,0,2,5,0.54,0.5,0.04,3,329,0.01,0.71,0.43,YES
2017 - 18 Regular Season,Ethan Regnier,F,Swift Current Broncos,2000-09-08,56,2,2,3,7,0.33,0.56,-0.23,4,336,0.01,0.88,0.5,YES
2017 - 18 Regular Season,Aiden Mucenski,F,Brandon Wheat Kings,1999-11-15,1,0,0,0,0,,0.52,,0,343,0,,,YES
2017 - 18 Regular Season,Koletrane Wilson,D,Lethbridge Hurricanes,1999-09-01,59,3,4,3,10,0.48,0.49,-0.01,7,311,0.02,0.38,0.27,NO
2017 - 18 Regular Season,Braden Schneider,D,Brandon Wheat Kings,2001-09-20,66,0,4,6,10,0.5,0.52,-0.02,4,343,0.01,0.19,0.08,NO
2017 - 18 Regular Season,Martin Fasko-Rudas,F,Everett Silvertips,2000-08-10,70,6,3,4,13,0.54,0.57,-0.03,9,306,0.03,0.62,0.43,YES
2017 - 18 Regular Season,Pavel Azhgirei,F,Everett Silvertips,2000-07-12,19,1,1,0,2,0.17,0.43,-0.26,2,294,0.01,1,1,YES
2017 - 18 Regular Season,Tyson Phare,F,Prince George Cougars,2002-03-20,2,0,0,0,0,0.5,0.43,0.07,0,294,0,0,0,NO
2017 - 18 Regular Season,Mick Kohler,F,Medicine Hat Tigers,1998-02-23,4,0,1,0,1,0.6,0.5,0.1,1,340,0,0.33,0.33,NO
2017 - 18 Regular Season,Trevor Longo,D,Medicine Hat Tigers,2000-04-23,22,0,3,1,4,0.64,0.5,0.14,3,340,0.01,0.44,0.33,YES
2017 - 18 Regular Season,Ben King,F,Swift Current Broncos,2002-05-15,7,0,0,0,0,1,0.56,0.44,0,336,0,0,0,NO
2017 - 18 Regular Season,Christian Reimer,D,Swift Current Broncos,2000-01-30,1,0,0,0,0,,0.56,,0,336,0,,,YES
2017 - 18 Regular Season,Connor Horning,D,Swift Current Broncos,2001-05-11,50,3,1,3,7,0.48,0.56,-0.08,4,336,0.01,0.5,0.29,NO
2017 - 18 Regular Season,Brenden Kwiatkowski,D,Moose Jaw Warriors,2000-07-13,22,0,1,0,1,0.4,0.61,-0.21,1,446,0,0.25,0.25,YES
2017 - 18 Regular Season,Daemon Hunt,D,Moose Jaw Warriors,2002-05-02,9,1,0,1,2,0.62,0.61,0.01,1,446,0,0.25,0.12,NO
2017 - 18 Regular Season,Drae Gardiner,D,Moose Jaw Warriors,2001-02-08,3,0,0,0,0,0.5,0.61,-0.11,0,446,0,0,0,NO
2017 - 18 Regular Season,Chase Hartje,D,Brandon Wheat Kings,1999-12-17,58,2,7,7,16,0.53,0.52,0.01,9,343,0.03,0.29,0.16,YES
2017 - 18 Regular Season,Oleg Sosunov,D,Moose Jaw Warriors,1998-04-13,71,6,6,10,22,0.6,0.61,-0.01,12,446,0.03,0.27,0.15,NO
2017 - 18 Regular Season,Corson Hopwo,F,Medicine Hat Tigers,2001-05-11,1,0,0,0,0,,0.5,,0,340,0,,,NO
2017 - 18 Regular Season,Joel Craven,D,Medicine Hat Tigers,2000-06-27,33,1,3,3,7,0.73,0.5,0.23,4,340,0.01,0.44,0.25,YES
2017 - 18 Regular Season,Sean Strange,D,Kamloops Blazers,2000-01-25,52,0,5,3,8,0.56,0.49,0.07,5,272,0.02,0.28,0.17,YES
2017 - 18 Regular Season,Nikita Malukhin,F,Seattle Thunderbirds,2000-07-15,52,5,2,2,9,0.57,0.5,0.07,7,329,0.02,0.69,0.54,YES
